record_num,date,month,day,year,barangay,location,latitude,longitude,flood_depth,weather_disturbance,remarks,time_reported,time_subsided
347,2025-09-29,9.0,29.0,2025,,347 °C 025 1,14.489049506470783,,gutter,,,,
348,2025-09-29,9.0,29.0,2025,,348 ) °C 025,14.481985232429098,,gutter,,,,
349,2025-09-29,9.0,29.0,2025,,349 ) °C 025,14.481859278606118,,gutter,,,,
351,2025-09-29,9.0,29.0,2025,,351 Nando 025 1,14.468809635724792,,gutter,,,,
381,2025-10-03,10.0,3.0,2025,,381 23 °C - 32 °C 5 Monitor,14.470829242099052,,gutter,,,,
382,2025-10-06,10.0,6.0,2025,,382 24 °C - 32 °C 5 Monitor,14.471341783668256,,gutter,,,,
383,2025-10-08,10.0,8.0,2025,,383 25 °C - 32 °C 06 Monitor,14.474439794254856,,gutter,,,,
385,2025-10-19,10.0,19.0,2025,,385 27 °C - 32 °C 5 Monitor 1,14.492684755208328,,,,,,
367,,,,2025,,367 Opong 025 1,14.496956942857365,,knee,,,,
372,,,,2025,,372 Ave. Opong 025 1,14.475814931247912,,gutter,,,,
375,,,,2025,,375 enchanced 26 1,14.468809635724792,,knee,,,,
378,,,,2025,,378 Opong 025 1,14.47517951255734,,gutter,,,,
379,,,,2025,,379 Opong 025 1,14.47517951255734,,gutter,,,,
