,,,MARCELO,,,,GUTTER,,
12,15 May 2022 ,MAY ,,EXTENSION,14.46299503,121.0375216,,Localized Thunderstorms ,PASSABLE TO ANY
,,,GREEN ,,,,LEVEL ,,
,,,,UPS 4 ,,,,,TYPE OF VEHICLE
,,,,,,,GUTTER,,PASSABLE TO ANY
13,15 May 2022 ,MAY ,SUN VALLEY ,ANNEX 41 ,14.48930241,121.0310212,,Localized Thunderstorms ,
,,,,,,,LEVEL ,,TYPE OF VEHICLE
,,,,,,,GUTTER,,PASSABLE TO ANY
14,15 May 2022 ,MAY ,MOONWALK ,DAANG BATANG ,14.49255767,121.0112135,,Localized Thunderstorms ,
,,,,,,,LEVEL ,,TYPE OF VEHICLE
,,,,,,,HALF,,
,,,,SCARLET,,,,,
15,15 May 2022 ,MAY ,MOONWALK ,,14.49583651,121.0134215,KNEE,Localized Thunderstorms ,PASSABLE TO ANY
,,,,STREET ,,,,,
,,,,,,,LEVEL ,,TYPE OF VEHICLE
,,,,,,,HALF,,
,,,,SAINT PAUL,,,,,
16,15 May 2022 ,MAY ,MOONWALK ,,14.49482893,121.015504,KNEE,Localized Thunderstorms ,PASSABLE TO ANY
,,,,ILOG ,,,,,
,,,,,,,LEVEL ,,TYPE OF VEHICLE
,,,,,,,WAIST,,PASSABLE TO ANY
17,15 May 2022 ,MAY ,MOONWALK ,KENKO AREA 1 ,14.50267121,121.0125305,,Localized Thunderstorms ,
,,,,,,,LEVEL ,,TYPE OF VEHICLE
,,,MARCELO,,,,GUTTER,,PASSABLE TO ANY
18,8 June 2022 ,JUNE ,,CREEKVILLE ,14.47069805,,,Localized Thunderstorms ,
,,,GREEN ,,,121.040021,LEVEL ,,TYPE OF VEHICLE
,,,MARCELO,,,,GUTTER,,PASSABLE TO ANY
19,8 June 2022 ,JUNE ,,,14.46858824,,,Localized Thunderstorms ,
,,,GREEN ,HAPPY HOMES ,,121.0435637,LEVEL ,,TYPE OF VEHICLE
,,,MARCELO,,,,GUTTER,,PASSABLE TO ANY
20,8 June 2022 ,JUNE ,,ARMELA ,14.46865703,121.0435851,,Localized Thunderstorms ,
,,,GREEN ,,,,LEVEL ,,TYPE OF VEHICLE
,,,MARCELO,,,,GUTTER,,PASSABLE TO ANY
21,8 June 2022 ,JUNE ,,SAVY 25 ,14.46908499,121.04024,,Localized Thunderstorms ,
,,,GREEN ,,,,LEVEL ,,TYPE OF VEHICLE
,,,MARCELO,,,,GUTTER,,PASSABLE TO ANY
22,8 June 2022 ,JUNE ,,SEVERINA 18 ,14.46597878,121.0449598,,Localized Thunderstorms ,
,,,GREEN ,,,,LEVEL ,,TYPE OF VEHICLE
,,,MARCELO,EVERLASTING,,,GUTTER,,PASSABLE TO ANY
23,8 June 2022 ,JUNE ,,,14.47935455,121.0430553,,Localized Thunderstorms ,
,,,GREEN ,COMPOUND ,,,LEVEL ,,TYPE OF VEHICLE
,,,MARCELO,ILANG ILANG,,,GUTTER,,PASSABLE TO ANY
24,8 June 2022 ,JUNE ,,,14.46072373,121.0382676,,Localized Thunderstorms ,
,,,GREEN ,UPS 4 ,,,LEVEL ,,TYPE OF VEHICLE
,,,,,,,GUTTER,,PASSABLE TO ANY
25,8 June 2022 ,JUNE ,STO NIÑO ,SITIO LIBJO ,14.49988816,121.0097893,,Localized Thunderstorms ,
,,,,,,,LEVEL ,,TYPE OF VEHICLE
,,,,,,,GUTTER,,PASSABLE TO ANY
26,8 June 2022 ,JUNE ,STO NIÑO ,,14.49840891,121.0058436,,Localized Thunderstorms ,
,,,,HALIK ALON ST. ,,,LEVEL ,,TYPE OF VEHICLE
,,,,BARCELONA,,,GUTTER,,PASSABLE TO ANY
27,8 June 2022 ,JUNE ,MERVILLE ,,14.49691623,121.0189976,,Localized Thunderstorms ,
,,,,DULO ,,,LEVEL ,,TYPE OF VEHICLE
,,,,,,,GUTTER,,PASSABLE TO ANY
28,8 June 2022 ,JUNE ,SUN VALLEY ,STA. ANA 2 ,14.49176819,121.0310122,,Localized Thunderstorms ,
,,,,,,,LEVEL ,,TYPE OF VEHICLE
,10 September,,SAN,EVACOM,,,GUTTER,,PASSABLE TO ANY
29,,,,,14.47513822,121.0011419,,Localized Thunderstorms ,
,2022,SEPTEMBER ,DIONISIO ,INTERSECTION ,,,LEVEL ,,TYPE OF VEHICLE
,,,,DIAMOND ST,,,,,
,10 September,,SAN,,,,KNEE,,
30,,,,BERNABE,14.47284996,120.9980518,,Localized Thunderstorms ,NOT PASSABLE TO
,2022,,DIONISIO ,,,,LEVEL ,,
,,SEPTEMBER ,,PHASE 3 ,,,,,LIGHT VEHICLE
,,,,OLIVAREZ,,,,,
,10 September,,SAN,,,,KNEE,,
31,,,,COMPOUND,14.48064823,120.9966998,,Localized Thunderstorms ,NOT PASSABLE TO
,2022,,DIONISIO ,,,,LEVEL ,,
,,SEPTEMBER ,,GREENHILLS ,,,,,LIGHT VEHICLE
,10 September,,SAN,,,,GUTTER,,PASSABLE TO ANY
32,,,,PNHS ,14.47868124,120.9983019,,Localized Thunderstorms ,
,2022,SEPTEMBER ,DIONISIO ,,,,LEVEL ,,TYPE OF VEHICLE
,10 September,,,CAMELLA,,,GUTTER,,PASSABLE TO ANY
33,,,SAN ISIDRO ,,14.45796236,121.0102374,,Localized Thunderstorms ,
,2022,SEPTEMBER ,,HOMES ,,,LEVEL ,,TYPE OF VEHICLE
,10 September,,,VALLEY 2 SAN,,,KNEE,,PASSABLE TO ANY
34,,,SAN ISIDRO ,,14.46935974,121.0075128,,Localized Thunderstorms ,
,2022,SEPTEMBER ,,FELIPE ,,,LEVEL ,,TYPE OF VEHICLE
,,,,SILVERIO,,,,,
,10 September,,,,,,KNEE,,
35,,,SAN ISIDRO ,COMPOUND,14.4724303,121.0125807,,Localized Thunderstorms ,NOT PASSABLE TO
,2022,,,,,,LEVEL ,,
,,SEPTEMBER ,,PUROK 5 ,,,,,LIGHT VEHICLE
,10 September,,,,,,GUTTER,,PASSABLE TO ANY
36,,,SAN ISIDRO ,VALLEY 15 ,14.4699983,121.0048132,,Localized Thunderstorms ,
,2022,SEPTEMBER ,,,,,LEVEL ,,TYPE OF VEHICLE
,10 September,,,GREENHEIGHTS,,,KNEE,,
37,,,SAN ISIDRO ,,14.46784745,121.0142414,,Localized Thunderstorms ,
,2022,SEPTEMBER ,,ENTRANCE ,,,LEVEL ,,SUBSIDED
,10 September,,,LOPEZ AVE,,,GUTTER,,PASSABLE TO ANY
38,,,SAN ISIDRO ,,14.4685983,121.0119256,,Localized Thunderstorms ,
,2022,SEPTEMBER ,,BRIDGE ,,,LEVEL ,,TYPE OF VEHICLE
,10 September,,,SANTOS,,,WAIST,,PASSABLE TO ANY
39,,,DON BOSCO ,,14.48505478,121.0303088,,Localized Thunderstorms ,
,2022,SEPTEMBER ,,COMPOUND ,,,LEVEL ,,TYPE OF VEHICLE
,10 September,,,EUTHOPIA,,,GUTTER,,PASSABLE TO ANY
40,,,DON BOSCO ,,14.48316933,121.0343883,,Localized Thunderstorms ,
,2022,SEPTEMBER ,,STREET ,,,LEVEL ,,TYPE OF VEHICLE
,10 September,,,INDIA STREET,,,GUTTER,,PASSABLE TO ANY
41,,,DON BOSCO ,,,,,Localized Thunderstorms ,
,2022,SEPTEMBER ,,ANNEX 35 ,,,LEVEL ,,TYPE OF VEHICLE
,10 September,,,FRANCE ST,,,WAIST,,PASSABLE TO ANY
42,,,DON BOSCO ,,,,,Localized Thunderstorms ,
,2022,SEPTEMBER ,,ANNEX 35 ,,,LEVEL ,,TYPE OF VEHICLE
,,,,F. SERRANO,,,,,
,10 September,,,,,,KNEE,,
43,,,DON BOSCO ,ELEM SCHOOL,14.48867823,121.0260738,,Localized Thunderstorms ,PASSABLE TO ANY
,2022,,,,,,LEVEL ,,
,,SEPTEMBER ,,CREEK SIDE ,,,,,TYPE OF VEHICLE
,10 September,,,,,,KNEE,,PASSABLE TO ANY
44,,,MERVILLE ,SITIO TUYUAN ,14.49556193,121.0253435,,Localized Thunderstorms ,
,2022,SEPTEMBER ,,,,,LEVEL ,,TYPE OF VEHICLE
,10 September,,,,,,KNEE,,PASSABLE TO ANY
45,,,MERVILLE ,SITIO WELLA ,14.50713342,121.0345085,,Localized Thunderstorms ,
,2022,SEPTEMBER ,,,,,LEVEL ,,TYPE OF VEHICLE
,10 September,,,,,,KNEE,,PASSABLE TO ANY
46,,,MERVILLE ,MANGGAHAN ,,121.02958,,Localized Thunderstorms ,
,2022,SEPTEMBER ,,,14.50631058,,LEVEL ,,TYPE OF VEHICLE
,10 September,,,,,,KNEE,,PASSABLE TO ANY
47,,,MERVILLE ,SITION CATMEL ,,,,Localized Thunderstorms ,
,2022,SEPTEMBER ,,,,,LEVEL ,,TYPE OF VEHICLE
,10 September,,,,,,KNEE,,PASSABLE TO ANY
48,,,MERVILLE ,EDISON ,14.49794153,121.0332297,,Localized Thunderstorms ,
,2022,SEPTEMBER ,,,,,LEVEL ,,TYPE OF VEHICLE
,,,,FOURTH,,,,,
,10 September,,SAN,ESTATE,,,KNEE,,
49,,,,,14.46120376,121.0309414,,Localized Thunderstorms ,
,2022,,ANTONIO ,ELEMTARY,,,LEVEL ,,PASSABLE TO ANY
,,SEPTEMBER ,,SCHOOL ,,,,,TYPE OF VEHICLE
,,,,FOURTH,,,,,
,10 September,,SAN,,,,GUTTER,,
50,,,,ESTATE BRIDGE,14.4610362,121.0272668,,Localized Thunderstorms ,
,2022,,ANTONIO ,,,,LEVEL ,,
,,SEPTEMBER ,,SOUTHBOUND ,,,,,SUBSIDED
,,,,FOURTH,,,,,
,10 September,,SAN,,,,KNEE,,
51,,,,ESTATE BRIDGE,14.46109681,121.0273484,,Localized Thunderstorms ,PASSABLE TO ANY
,2022,,ANTONIO ,,,,LEVEL ,,
,,SEPTEMBER ,,NORTHBOUND ,,,,,TYPE OF VEHICLE
,,,,LUPANG,,,,,
,10 September,,SAN,,,,KNEE,,
52,,,,HINIRANG,14.46223953,121.0317587,,Localized Thunderstorms ,PASSABLE TO ANY
,2022,,ANTONIO ,,,,LEVEL ,,
,,SEPTEMBER ,,AREA2 ,,,,,TYPE OF VEHICLE
,10 September,,SAN,MA. SUSAFE ST,,,KNEE,,PASSABLE TO ANY
53,,,,,14.47293107,121.0203284,,Localized Thunderstorms ,
,2022,SEPTEMBER ,ANTONIO ,VALLEY 1 ,,,LEVEL ,,TYPE OF VEHICLE
,10 September,,SAN,PASCUAL,,,KNEE,,PASSABLE TO ANY
54,,,,,,,,Localized Thunderstorms ,
,2022,SEPTEMBER ,ANTONIO ,COMPOUND ,,,LEVEL ,,TYPE OF VEHICLE
,10 September,,SAN,BARANGAY,,,KNEE,,PASSABLE TO ANY
55,,,,,14.46621612,121.0256832,,Localized Thunderstorms ,
,2022,SEPTEMBER ,ANTONIO ,VILLAGE ,,,LEVEL ,,TYPE OF VEHICLE
,10 September,,SAN,,,,KNEE,,PASSABLE TO ANY
56,,,,VALLEY 3 ,14.47391824,121.0247116,,Localized Thunderstorms ,
,2022,SEPTEMBER ,ANTONIO ,,,,LEVEL ,,TYPE OF VEHICLE
,10 September,,,,,,KNEE,,NOT PASSABLE TO
57,,,STO NIÑO ,SITIO LIBJO ,14.49993154,121.0092085,,Localized Thunderstorms ,
,2022,SEPTEMBER ,,,,,LEVEL ,,LIGHT VEHICLE
,,,,,,,,,NOT PASSABLE TO
,10 September,,,HALIK ALON ST.,,,WAIST,,
58,,,STO NIÑO ,,14.49840891,121.0058436,,Localized Thunderstorms ,ALL TYPES OF
,2022,,,KAINGIN ROAD ,,,LEVEL ,,
,,SEPTEMBER ,,,,,,,VEHICLES
,10 September,,,AREA 1 KENKO,,,KNEE,,NOT PASSABLE TO
59,,,MOONWALK ,,14.50275701,121.0125066,,Localized Thunderstorms ,
,2022,SEPTEMBER ,,EXTENSION ,,,LEVEL ,,LIGHT VEHICLE
,,,,,,,,Localized,
,19 Octobober,,SAN,Fourth Estate,,,Knee,,
60,,October ,,,14.46109681,121.0273484,,Thunderstorms/Southwesterly,NOT PASSABLE TO
,2022,,ANTONIO ,Main Road ,,,Level ,,
,,,,,,,,Surface Windflow ,LIGHT VEHICLE
,,,,,,,,Localized,
,19 Octobober,,SAN,"Sunrise, Infornt of",,,Knee,,
61,,October ,,,14.4628343,121.0340127,,Thunderstorms/Southwesterly,NOT PASSABLE TO
,2022,,ANTONIO ,Brgy Hall ,,,Level ,,
,,,,,,,,Surface Windflow ,LIGHT VEHICLE
,,,,Area 2 Lupang,,,,,
,,,,,,,,Localized,
,19 Octobober,,SAN,Hinirang,,,Knee,,
62,,October ,,,14.46349674,121.0317287,,Thunderstorms/Southwesterly,
,2022,,ANTONIO ,Compound,,,Level ,,NOT PASSABLE TO
,,,,,,,,Surface Windflow ,
,,,,Fourth Estate ,,,,,LIGHT VEHICLE
,,,,,,,,Localized,
,19 Octobober,,SAN,Lower Barangay ,,,Knee,,
63,,October ,,,14.4695062,121.0240106,,Thunderstorms/Southwesterly,NOT PASSABLE TO
,2022,,ANTONIO ,San Antonio ,,,Level ,,
,,,,,,,,Surface Windflow ,LIGHT VEHICLE
,,,,,,,,Localized,
,19 Octobober,,SAN,Evacom,,,Gutter,,
64,,October ,,,14.47513822,121.0011419,,Thunderstorms/Southwesterly,PASSABLE TO ANY
,2022,,DIONISIO ,Intersection ,,,Level ,,
,,,,,,,,Surface Windflow ,TYPE OF VEHICLE
,,,,,,,,Localized,
,19 Octobober,,SAN,,,,Gutter,,
65,,October ,,PNHS Footbridge ,14.47868124,120.9983019,,Thunderstorms/Southwesterly,PASSABLE TO ANY
,2022,,DIONISIO ,,,,Level ,,
,,,,,,,,Surface Windflow ,TYPE OF VEHICLE
,,,,,,,,Localized,
,19 Octobober,,,Infront of PERU,,,Gutter,,
66,,October ,SAN ISIDRO ,,14.46917885,121.0112578,,Thunderstorms/Southwesterly,
,2022,,,Base ,,,Level ,,
,,,,,,,,Surface Windflow ,SUBSIDED
,,,,,,,,Localized,
,19 Octobober,,,GREENHEIGHTS,,,Knee,,
67,,October ,SAN ISIDRO ,,14.46784745,121.0142414,,Thunderstorms/Southwesterly,
,2022,,,ENTRANCE ,,,Level ,,
,,,,,,,,Surface Windflow ,SUBSIDED
,,,,,,,,Localized,
,19 Octobober,,,,,,Knee,,
68,,October ,SAN ISIDRO ,SAV 12 ,14.46833371,121.0020815,,Thunderstorms/Southwesterly,NOT PASSABLE TO
,2022,,,,,,Level ,,
,,,,,,,,Surface Windflow ,LIGHT VEHICLE
,29 Octobober,,SAN,CANAYNAY,,,Gutter,,PASSABLE TO ANY
69,,October ,,,14.47513822,121.0011419,,STS PAENG ,
,2022,,DIONISIO ,AVE. ,,,Level ,,TYPE OF VEHICLE
,,,,IN FRONT OF,,,,,
,29 Octobober,,SAN,SAN ANTONIO,,,Gutter,,
70,,October ,,,14.48719596,120.9873111,,STS PAENG ,
,2022,,DIONISIO ,DE PADUA,,,Level ,,PASSABLE TO ANY
,,,,TRAMO 1 ,,,,,TYPE OF VEHICLE
,,,,DIAMOND ST.,,,,,
,29 Octobober,,SAN,,,,Gutter,,
71,,October ,,BERNABE,14.47279777,120.9980289,,STS PAENG ,PASSABLE TO ANY
,2022,,DIONISIO ,,,,Level ,,
,,,,PHASE 3 ,,,,,TYPE OF VEHICLE
,,,,PNHS MAIN SAN,,,,,
,29 Octobober,,SAN,,,,Gutter,,
72,,October ,,DIONISIO,14.47868124,120.9983019,,STS PAENG ,PASSABLE TO ANY
,2022,,DIONISIO ,,,,Level ,,
,,,,(NORTHBOUND) ,,,,,TYPE OF VEHICLE
,29 Octobober,,,"PASCOR DRIVE,",,,Gutter,,PASSABLE TO ANY
73,,October ,STO NIÑO ,,,,,STS PAENG ,
,2022,,,SITIO LIBJO ,,,Level ,,TYPE OF VEHICLE
,,,,SAVTODA,,,,,
,,,,"TERMINAL, SAN",,,,,
,29 Octobober,,SAN,,,,Gutter,,
74,,October ,,VICENTE,14.46565005,121.0206849,,STS PAENG ,
,2022,,ANTONIO ,,,,Level ,,
,,,,FERRER ST.,,,,,PASSABLE TO ANY
,,,,VALLEY 1 ,,,,,TYPE OF VEHICLE
,,,,SAN VICENTE,,,,,
,29 Octobober,,SAN,,,,Gutter,,
75,,October ,,ST. COR SAN,14.46521569,121.0199061,,STS PAENG ,PASSABLE TO ANY
,2022,,ANTONIO ,,,,Level ,,
,,,,ANTONIO AVE. ,,,,,TYPE OF VEHICLE
,,,,NUESTRA,,,,,
,29 Octobober,,SAN,SEÑORA DE LA,,,Gutter,,
76,,October ,,,14.4658054,121.0188268,,STS PAENG ,
,2022,,ANTONIO ,PAZ ST VALLEY,,,Level ,,PASSABLE TO ANY
,,,,1,,,,,TYPE OF VEHICLE
,,,,BANNER AVE.,,,,,
,,,,,,,Below,,
,29 Octobober,,SAN,COR FAME ST,,,,,
77,,October ,,,14.46218759,121.031898,Knee,STS PAENG ,
,2022,,ANTONIO ,AREA 2 FOURTH,,,,,NOT PASSABLE TO
,,,,,,,Level ,,
,,,,ESTATE ,,,,,LIGHT VEHICLE
,,,,,,,Below,,
,29 Octobober,,SAN,"LOWER BRGY,",,,,,
78,,October ,,,14.46953007,121.0240237,Knee,STS PAENG ,NOT PASSABLE TO
,2022,,ANTONIO ,VALLEY 1 ,,,,,
,,,,,,,Level ,,LIGHT VEHICLE
,29 Octobober,,SAN,"CREEKDRIVE 2,",,,Knee,,NOT PASSABLE TO
79,,October ,,,14.47154581,121.0299704,,STS PAENG ,
,2022,,ANTONIO ,VALLEY 8 ,,,Level ,,LIGHT VEHICLE
,29 Octobober,,SAN,SCHOLASTIC,,,Gutter,,PASSABLE TO ANY
80,,October ,,,14.47177702,121.0238514,,STS PAENG ,
,2022,,ANTONIO ,ST. VALLEY 1 ,,,Level ,,TYPE OF VEHICLE
,29 Octobober,,,GAWAD,,,Knee,,NOT PASSABLE TO
81,,October ,MOONWALK ,,,,,STS PAENG ,
,2022,,,KALINGA AYA ,,,Level ,,LIGHT VEHICLE
,29 Octobober,,,,,,Gutter,,PASSABLE TO ANY
82,,October ,MOONWALK ,GALATIA ,14.49452415,121.0044093,,STS PAENG ,
,2022,,,,,,Level ,,TYPE OF VEHICLE
,29 Octobober,,,,,,Waist,,NOT PASSABLE TO
83,,October ,MOONWALK ,HAISE 2 ,,,,STS PAENG ,
,2022,,,,,,Level ,,LIGHT VEHICLE
,29 Octobober,,,,,,WAIST,,NOT PASSABLE TO
84,,October ,MERVILLE ,SITIO WELLA ,14.50724103,121.0344902,,STS PAENG ,
,2022,,,,,,LEVEL ,,LIGHT VEHICLE
,29 Octobober,,,,,,Knee,,NOT PASSABLE TO
85,,October ,MERVILLE ,SITIO TUYUAN ,14.4953319,121.0253154,,STS PAENG ,
,2022,,,,,,Level ,,LIGHT VEHICLE
,,,,,,,,,NOT PASSABLE TO
,30 Octobober,,SAN,EVACOM,,,Waist,,
86,,October ,,,14.47524909,121.0009667,,STS PAENG ,ALL TYPES OF
,2022,,DIONISIO ,Intersection ,,,Level ,,
,,,,,,,,,VEHICLES
,,,SAN,,,,,,
87,,,,SM SUCAT ,14.48380721,120.9947401,,,
,,,DIONISIO ,,,,,,
,30 Octobober,,SAN,SITIO,,,Gutter,,PASSABLE TO ANY
88,,October ,,,,,,STS PAENG ,
,2022,,DIONISIO ,KALAYAAN ,,,Level ,,TYPE OF VEHICLE
,,,,GATCHALIAN,,,,,NOT PASSABLE TO
,30 Octobober,,SAN,,,,Waist,,
89,,October ,,PHASE 2C STO,14.47612495,120.9946395,,STS PAENG ,ALL TYPES OF
,2022,,DIONISIO ,,,,Level ,,
,,,,NIÑO ST. ,,,,,VEHICLES
,,,,BARIO,,,,,
,30 Octobober,,SAN,MAGANDA,,,Waist,,NOT PASSABLE TO
90,,October ,,,14.47785306,120.9928442,,STS PAENG ,
,2022,,DIONISIO ,PHASE 3,,,Level ,,ALL TYPES OF
,,,,GREENHILLS ,,,,,VEHICLES
,,,,DIAMOND ST,,,,,NOT PASSABLE TO
,30 Octobober,,SAN,,,,Chest,,
91,,October ,,BERNABE,14.47281565,120.9980247,,STS PAENG ,ALL TYPES OF
,2022,,DIONISIO ,,,,Level ,,
,,,,PHASE 3 ,,,,,VEHICLES
,,,,PNHS MAIN SAN,,,,,NOT PASSABLE TO
,30 Octobober,,SAN,,,,Waist,,
92,,October ,,DIONISIO,14.47866393,120.9983473,,STS PAENG ,ALL TYPES OF
,2022,,DIONISIO ,,,,Level ,,
,,,,(NORTHBOUND) ,,,,,VEHICLES
,,,,,,,Above,,NOT PASSABLE TO
,30 Octobober,,SAN,,,,,,
93,,October ,,KAYTALISE ,14.47973091,121.0001216,Chest,STS PAENG ,ALL TYPES OF
,2022,,DIONISIO ,,,,,,
,,,,,,,Level ,,VEHICLES
,,,,,,,Half-,,
,30 Octobober,,,REDEMPTORIST,,,,,
94,,October ,BACLARAN ,,14.53223104,120.9958087,Knee,STS PAENG ,NOT PASSABLE TO
,2022,,,ROAD ,,,,,
,,,,,,,Level ,,LIGHT VEHICLE
,,,,BAGONG SIKAT,,,,,
,30 Octobober,,,,,,Gutter,,
95,,October ,BACLARAN ,TABING ILOG,,,,STS PAENG ,PASSABLE TO ANY
,2022,,,,,,Level ,,
,,,,AREA 4 ,,,,,TYPE OF VEHICLE
,30 Octobober,,,BAGONG ILOG,,,Gutter,,PASSABLE TO ANY
96,,October ,BACLARAN ,,14.53147133,120.9969827,,STS PAENG ,
,2022,,,STREET ,,,Level ,,TYPE OF VEHICLE
,30 Octobober,,,BAGONG,,,Gutter,,PASSABLE TO ANY
97,,October ,BACLARAN ,,,,,STS PAENG ,
,2022,,,SILANG STREET ,,,Level ,,TYPE OF VEHICLE
,30 Octobober,,,,,,Gutter,,PASSABLE TO ANY
98,,October ,BACLARAN ,SITIO MALIGAYA ,14.52717665,120.9980516,,STS PAENG ,
,2022,,,,,,Level ,,TYPE OF VEHICLE
,30 Octobober,,,,,,Knee,,NOT PASSABLE TO
99,,October ,BACLARAN ,SANTIAGO ST ,14.5286804,120.9972023,,STS PAENG ,
,2022,,,,,,Level ,,LIGHT VEHICLE
,,,,,,,,,NOT PASSABLE TO
,30 Octobober,,,,,,Waist,,
100,,October ,VITALEZ ,URMA DRIVE ,14.50995207,121.0056774,,STS PAENG ,ALL TYPES OF
,2022,,,,,,Level ,,
,,,,,,,,,VEHICLES
,30 Octobober,,,,,,Knee,,Not passable to light
101,,October ,SAN ISIDRO ,TOP LAND ,14.47124782,120.9990647,,STS PAENG ,
,2022,,,,,,Level ,,vehicles
,30 Octobober,,,VALLEY 2 SAN,,,,,
102,,October ,SAN ISIDRO ,,14.46953429,121.0069681,N/A ,STS PAENG ,
,2022,,,FELIPE ,,,,,-
,,,,,,,Above,,
,30 Octobober,,,VERAVILLE,,,,,
103,,October ,SAN ISIDRO ,,14.47055526,121.005368,Chest,STS PAENG ,
,2022,,,PHASE 2 ,,,,,
,,,,,,,Level ,,-
,30 Octobober,,,CLARMEN,,,Gutter,,Passable to any type of
104,,October ,SAN ISIDRO ,,14.47467159,121.0046156,,STS PAENG ,
,2022,,,VILLAGE ,,,Level ,,vehicle
,,,,SILVERIO,,,Above,,
,30 Octobober,,,,,,,,
105,,October ,SAN ISIDRO ,COMPOUND,14.47013279,121.0115039,Chest,STS PAENG ,
,2022,,,,,,,,
,,,,PUROK 3 ,,,alevel ,,-
,30 Octobober,,,,,,Knee,,
106,,October ,STO NIÑO ,SITIO LIBJO ,14.49988816,121.0097893,,STS PAENG ,
,2022,,,,,,Level ,,-
,30 Octobober,,,,,,Waist,,
107,,October ,STO NIÑO ,HALIK ALON ,14.49826925,121.0052936,,STS PAENG ,
,2022,,,,,,Level ,,-
,30 Octobober,,,,,,Knee,,
108,,October ,LA HUERTA ,P. Gomez St. ,14.50040674,120.9927893,,STS PAENG ,
,2022,,,,,,Level ,,-
,,,,,,,Above,,
,30 Octobober,,,,,,,,
109,,October ,LA HUERTA ,C5 Bahay Rotary ,14.49540317,120.9986998,Knee,STS PAENG ,
,2022,,,,,,,,
,,,,,,,Level ,,-
