unnamed:_0,*year_2022,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,year,flood,precipitation,temperature,humidity,month,day,risk_level,is_monsoon_season,temp_humidity_interaction,humidity_precip_interaction,temp_precip_interaction,monsoon_precip_interaction,saturation_risk,*year_2023
,,,,AND PUROK 5 ,,,,,TYPE OF VEHICLE ,2022,1,40.0,25.997378684258592,83.06943467258307,,,,,21.59587550270423,308.4843321970228,96.5431392893967,,0,
,,,,SAN LUCAS ST.,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,29.532807277691656,94.43286168262664,,,,,27.888675047539255,350.68323732355384,109.67220815779743,,1,
3,14 Mar 2022 ,MARCH ,SAN ISIDRO ,,14.46696852,121.0027307,,Localized Thunderstorms ,,2022,1,40.0,27.47328598192747,92.757456492678,,,,,25.483521291795377,344.4614994097492,102.02402740306489,,1,
,,,,VALLEY 6 ,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,26.258953214595813,86.40975163505387,,,,,22.690296254697238,320.88883996279293,97.51451515861831,,1,
,,,,BANANA,,,KNEE,,NOT PASSABLE TO,2022,1,40.0,28.366614931969057,97.10095194497049,,,,,27.5442531335061,360.59138279323975,105.34146883831761,,1,
4,14 Mar 2022 ,MARCH ,VITALEZ ,,14.50945879,121.0041835,,Localized Thunderstorms ,,2022,1,40.0,27.986656918122407,88.19698730537945,,,,,24.68338824927652,327.5258684247316,103.93046737157624,,1,
,,,,COMPOUND ,,,LEVEL ,,LIGHT VEHICLE ,2022,1,40.0,28.482943903736953,86.06192108329459,,,,,24.512968704633163,319.5971461418334,105.77346485842331,,1,
,,,,SAN ANTONIO,,,,,,2022,1,40.0,30.649778705087733,83.9405531281864,,,,,25.72759377761573,311.7192933605419,113.82016204988234,,0,
,,,SAN,,,,GUTTER,,,2022,1,40.0,26.809661167342682,86.71540808420087,,,,,23.248107087252738,322.0239172143533,99.559608828851,,1,
5,14 Mar 2022 ,MARCH ,,AVE.,14.46485244,121.0198098,,Localized Thunderstorms ,,2022,1,40.0,25.281801385380266,84.52091122557728,,,,,21.36840890516402,313.87449497969834,93.88579142071443,,0,
,,,ANTONIO ,,,,LEVEL ,,,2022,1,40.0,27.642406969350024,86.03169943266357,,,,,23.78123247982486,319.4849158642403,102.65207037785073,,1,
,,,,INTERSECTION ,,,,,SUBSIDED ,2022,1,40.0,28.222074307781302,79.71842624260587,,,,,22.49819349118206,296.04012089616884,104.80470681382997,,0,
,,,SAN,DASA FOURTH,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,28.507359721589324,84.8262714535257,,,,,24.18173034166841,315.0084721924901,105.86413475758562,,0,
6,14 Mar 2022 ,MARCH ,,,14.46104908,121.0274713,,Localized Thunderstorms ,,2022,1,40.0,31.356311133844716,92.45268633352025,,,,,28.989751978336145,343.32971345993593,116.44392114153503,,1,
,,,ANTONIO ,ESTATE ,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,26.22942521094771,88.42964354603339,,,,,23.19458721821448,328.3898541411685,97.40486078908516,,1,
,,,,BANNAER ST.,,,,,,2022,1,40.0,25.752566533999588,90.0354293355583,,,,,23.186433843811837,334.35305539425894,95.63401172660504,,1,
,,,SAN,,,,GUTTER,,,2022,1,40.0,30.794498448992716,81.70120922581012,,,,,25.15947760785039,303.40332839693275,114.35758924834849,,0,
7,14 Mar 2022 ,MARCH ,,FOURTH,14.46202658,121.03229,,Localized Thunderstorms ,PASSABLE TO ANY,2022,1,40.0,27.698429055282485,84.7487852421749,,,,,23.474082155517532,314.720721562463,102.86011243128803,,0,
,,,ANTONIO ,,,,LEVEL ,,,2022,1,40.0,25.746351171685077,85.03657749851084,,,,,21.89381586714873,315.78945884660595,95.61093053072943,,1,
,,,,ESTATE ,,,,,TYPE OF VEHICLE ,2022,1,40.0,30.385050127368505,83.17766702881663,,,,,25.2735758214816,308.88626085184535,112.83707339840585,,0,
,,,SAN,LOWER,,,KNEE,,NOT PASSABLE TO,2022,1,40.0,25.9806117966267,82.75146303477025,,,,,21.499336367092706,307.30352160483693,96.48087424384134,,0,
8,14 Mar 2022 ,MARCH ,,,14.46949357,121.0240365,,Localized Thunderstorms ,,2022,1,40.0,30.104832177288667,82.09165141784271,,,,,24.71355389090636,304.8532636149278,111.79646384640023,,0,
,,,ANTONIO ,BARANGAY ,,,LEVEL ,,LIGHT VEHICLE ,2022,1,40.0,29.864245526776156,88.76339377942328,,,,,26.50851785618612,329.6292596851412,110.90302798143502,,1,
,,,,SAN PEDRO,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,29.722480311806255,82.10637862262054,,,,,24.404052220845486,304.90795415121136,110.37657263909246,,0,
9,14 Mar 2022 ,MARCH ,SAN ISIDRO ,,14.46947702,121.0069346,,Localized Thunderstorms ,,2022,1,40.0,28.44282886913888,95.00908823031628,,,,,27.023272375478026,352.8230961351476,105.62449478648502,,1,
,,,,STREET ,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,26.618956205632987,78.55764474363012,,,,,20.911225050483644,291.7294751460253,98.85141221006396,,0,
,,,,,,,WAIST,,NOT PASSABLE TO,2022,1,40.0,26.23875719561789,77.6458929640123,,,,,20.373317327196546,288.34361920546866,97.43951578668326,,0,
10,15 May 2022 ,MAY ,STO NIÑO ,LIBJO AREA ,14.49993154,121.0092085,,Localized Thunderstorms ,,2022,1,40.0,27.331491522961585,86.56892067926246,,,,,23.66057721697196,321.47992567925,101.49746346103572,,1,
,,,,,,,LEVEL ,,LIGHT VEHICLE ,2022,1,40.0,29.456696626557306,81.0771032802001,,,,,23.88263634684909,301.0856659906513,109.38956576976624,,0,
,,,MARCELO,ILANG ILANG,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,27.365184460277764,81.8969902171142,,,,,22.411262440328933,304.13037521743126,101.6225846118983,,0,
11,15 May 2022 ,MAY ,,,14.46070373,121.0385847,,Localized Thunderstorms ,,2022,1,40.0,25.927990715265025,82.0541754813738,,,,,21.27499900029787,304.7140940240833,96.28546206597684,,0,
,,,GREEN ,UPS 4 ,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,28.49788549077175,88.9875326182524,,,,,25.35956514661273,330.4616154160806,105.82895151866796,,1,
,,,,CHAMPACA,,,,,,2022,1,40.0,25.769982999218374,77.41122862945876,,,,,19.948860457297588,287.4721762876189,95.69868902534226,,0,
,,,MARCELO,,,,GUTTER,,,2022,1,40.0,25.186179261036756,76.77112405452706,,,,,19.335712925086096,285.0951018183829,93.53069177079344,,0,
12,15 May 2022 ,MAY ,,EXTENSION,14.46299503,121.0375216,,Localized Thunderstorms ,PASSABLE TO ANY,2022,1,40.0,29.597764757038004,85.76495441045252,,,,,25.384509450386627,318.4943390008249,109.91343243862154,,1,
,,,GREEN ,,,,LEVEL ,,,2022,1,40.0,26.90430802311971,81.5935730049677,,,,,21.95218620832556,303.0036135338467,99.91108674866597,,0,
,,,,UPS 4 ,,,,,TYPE OF VEHICLE ,2022,1,40.0,25.99119739285962,94.69700475653994,,,,,24.61288543139796,351.6641516644517,96.52018461832131,,1,
,,,,,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,27.90494429166934,83.36933453563802,,,,,23.26416635850524,309.5980319512721,103.6270216444831,,0,
13,15 May 2022 ,MAY ,SUN VALLEY ,ANNEX 41 ,14.48930241,121.0310212,,Localized Thunderstorms ,,2022,1,40.0,25.01226785907553,96.83483999814754,,,,,24.220589561243873,359.60315690090175,92.88485924638884,,1,
,,,,,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,28.00076740048991,93.7581939542467,,,,,26.253013808028815,348.1778100931353,103.98286766474392,,1,
,,,,,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,30.06042168135737,85.69371626266347,,,,,25.759892462982556,318.22979100511174,111.63154226924127,,1,
14,15 May 2022 ,MAY ,MOONWALK ,DAANG BATANG ,14.49255767,121.0112135,,Localized Thunderstorms ,,2022,1,40.0,28.34487707799439,81.9293143299334,,,,,23.222763437663264,304.25041313987765,105.2607437510072,,0,
,,,,,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,28.069517854320647,87.57522834140114,,,,,24.58194435525167,325.2169217038787,104.238177429663,,1,
,,,,,,,HALF,,,2022,1,40.0,27.739480964794748,82.46896286626188,,,,,22.87646225615036,306.25443687022494,103.01256165573764,,0,
,,,,SCARLET,,,,,,2022,1,40.0,30.66629657627219,90.44380700404972,,,,,27.735766090733126,335.8695952966345,113.88150235491436,,1,
15,15 May 2022 ,MAY ,MOONWALK ,,14.49583651,121.0134215,KNEE,Localized Thunderstorms ,PASSABLE TO ANY,2022,1,40.0,27.291082090875214,74.1101419379176,,,,,20.22545967394123,275.2133529601423,101.3474001228084,,0,
,,,,STREET ,,,,,,2022,1,40.0,27.765682803654443,89.52481201578632,,,,,24.857175334871147,332.4568411787783,103.1098640726233,,1,
,,,,,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,26.161891761761538,73.59880647166084,,,,,19.254840087064252,273.31447185593595,97.1540704586192,,0,
,,,,,,,HALF,,,2022,1,40.0,29.232413811150877,77.50552875764862,,,,,22.656736892956392,287.82236660955135,108.55667537143111,,0,
,,,,SAINT PAUL,,,,,,2022,1,40.0,29.712297077737922,83.53495473558014,,,,,24.820153914789476,310.2130744994592,110.33875646550759,,0,
16,15 May 2022 ,MAY ,MOONWALK ,,14.49482893,121.015504,KNEE,Localized Thunderstorms ,PASSABLE TO ANY,2022,1,40.0,27.821633414356977,81.60989577623634,,,,,22.705206032703273,303.0642293212812,103.31764069764327,,0,
,,,,ILOG ,,,,,,2022,1,40.0,26.35190668763912,89.29030856109418,,,,,23.52969879312458,331.58599569988786,97.85970457961507,,1,
,,,,,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,26.982109636468497,89.33152074639231,,,,,24.10352886771618,331.73904012001884,100.20000864674255,,1,
,,,,,,,WAIST,,PASSABLE TO ANY,2022,1,40.0,29.776062369087626,82.60700335634561,,,,,24.59711284061978,306.7670601782741,110.57555347028911,,0,
17,15 May 2022 ,MAY ,MOONWALK ,KENKO AREA 1 ,14.50267121,121.0125305,,Localized Thunderstorms ,,2022,1,40.0,27.963326423856117,71.63336863863114,,,,,20.031072700824602,266.015676820353,103.84382789976654,,0,
,,,,,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,29.845236046284846,79.23333938046059,,,,,23.64737716545243,294.23871587498087,110.83243490567992,,0,
,,,MARCELO,,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,27.48785015504626,87.2113687779802,,,,,23.972530367856,323.8657029929555,102.07811250953347,,1,
18,8 June 2022 ,JUNE ,,CREEKVILLE ,14.47069805,,,Localized Thunderstorms ,,2022,1,40.0,29.577708673791935,86.08460801129932,,,,,25.461854570557865,319.68139568395105,109.83895272811145,,1,
,,,GREEN ,,,121.040021,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,28.578490435809833,88.14733911326934,,,,,25.191178877906538,327.3414962853491,106.12828379099962,,1,
,,,MARCELO,,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,24.5792573157469,86.77934281080347,,,,,21.329717966381494,322.2613434291571,91.2768433880952,,1,
19,8 June 2022 ,JUNE ,,,14.46858824,,,Localized Thunderstorms ,,2022,1,40.0,24.3926899805688,81.67339087991526,,,,,19.922337033955884,303.3000229646757,90.58401214361834,,0,
,,,GREEN ,HAPPY HOMES ,,121.0435637,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,30.441269152199908,96.68150200297725,,,,,29.43107624511585,359.03372520527296,113.04584679863711,,1,
,,,MARCELO,,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,26.949901356725647,87.08841596495797,,,,,23.470242195691085,323.40910886099346,100.08040087877289,,1,
20,8 June 2022 ,JUNE ,,ARMELA ,14.46865703,121.0435851,,Localized Thunderstorms ,,2022,1,40.0,25.744364785139474,88.27581488572305,,,,,22.726047801234994,327.8186003251815,95.60355394114,,1,
,,,GREEN ,,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,31.083990066163892,79.97810389136934,,,,,24.860385868699485,297.0044525589643,115.43263723142043,,0,
,,,MARCELO,,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,28.676165265939883,82.3565941510092,,,,,23.616713046142777,305.8371475480912,106.49100631179066,,0,
21,8 June 2022 ,JUNE ,,SAVY 25 ,14.46908499,121.04024,,Localized Thunderstorms ,,2022,1,40.0,29.235405294451475,88.77356932200873,,,,,25.953312785640087,329.66704729585007,108.56778446025423,,1,
,,,GREEN ,,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,28.586750780747987,80.15254737566254,,,,,22.91300896270161,297.6522610094541,106.1589591772233,,0,
,,,MARCELO,,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,31.463122624872675,93.10258496168564,,,,,29.292980473421416,345.74315885168033,116.84057331101948,,1,
22,8 June 2022 ,JUNE ,,SEVERINA 18 ,14.46597878,121.0449598,,Localized Thunderstorms ,,2022,1,40.0,28.79454264002098,90.68173394433924,,,,,26.11139054731314,336.7531541360101,106.93060922150802,,1,
,,,GREEN ,,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,28.08447032097674,85.47326751806244,,,,,24.004714448479298,317.41113870502136,104.2937044921654,,1,
,,,MARCELO,EVERLASTING,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,27.21633981153707,83.55672954543547,,,,,22.74108344849271,310.2939368250957,101.06983928205645,,0,
23,8 June 2022 ,JUNE ,,,14.47935455,121.0430553,,Localized Thunderstorms ,,2022,1,40.0,30.35539513322457,82.94174106777871,,,,,25.177293231500222,308.01013279312457,112.72694744051465,,0,
,,,GREEN ,COMPOUND ,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,30.60664743037466,84.06454634457754,,,,,25.729339313628756,312.1797511053929,113.65999095290653,,0,
,,,MARCELO,ILANG ILANG,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,30.753371490038916,89.00441165083048,,,,,27.371857357503377,330.52429691997554,114.20486132238916,,1,
24,8 June 2022 ,JUNE ,,,14.46072373,121.0382676,,Localized Thunderstorms ,,2022,1,40.0,28.873176274212216,89.35935204533656,,,,,25.800883233543885,331.8423936543583,107.22262088894405,,1,
,,,GREEN ,UPS 4 ,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,28.878615074011453,83.00313436893542,,,,,23.970155673769362,308.2381212413829,107.24281826395489,,0,
,,,,,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,31.389750436892804,95.36156848654801,,,,,29.933758360634034,354.1320569687545,116.56810040326447,,1,
25,8 June 2022 ,JUNE ,STO NIÑO ,SITIO LIBJO ,14.49988816,121.0097893,,Localized Thunderstorms ,,2022,1,40.0,27.601074107392925,87.64622655408965,,,,,24.191299943527785,325.4805786833047,102.4985778162499,,1,
,,,,,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,25.592655057104164,81.20603218672296,,,,,20.78277970310899,301.56445277650533,95.04016893286077,,0,
,,,,,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,26.52736801035869,85.91414697397894,,,,,22.79076194074784,319.04837633729665,98.51129284645346,,1,
26,8 June 2022 ,JUNE ,STO NIÑO ,,14.49840891,121.0058436,,Localized Thunderstorms ,,2022,1,40.0,24.68088891453199,81.55700256522576,,,,,20.128993205145374,302.867806570354,91.65425965443801,,0,
,,,,HALIK ALON ST. ,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,26.393454994693837,82.20894242540632,,,,,21.697780220663386,305.28883222429164,98.01399721211233,,0,
,,,,BARCELONA,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,30.744688446032487,83.23330029339213,,,,,25.589818858554054,309.0928589891525,114.17261621271292,,0,
27,8 June 2022 ,JUNE ,MERVILLE ,,14.49691623,121.0189976,,Localized Thunderstorms ,,2022,1,40.0,27.43967637128983,81.63614453491336,,,,,22.400693862378635,303.1617059782898,101.89921569182815,,0,
,,,,DULO ,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,26.261723115010803,86.22003133188521,,,,,22.642865898055256,320.18429994445916,97.52480138342696,,1,
,,,,,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,24.846722897321442,79.2551851898824,,,,,19.69231624588902,294.31984186262423,92.27009610063524,,0,
28,8 June 2022 ,JUNE ,SUN VALLEY ,STA. ANA 2 ,14.49176819,121.0310122,,Localized Thunderstorms ,,2022,1,40.0,29.798136334379862,81.88456544448879,,,,,24.40007444796327,304.08423492887437,110.65752673119975,,0,
,,,,,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,26.226665275558418,75.63077817233363,,,,,19.83543103655804,280.8603452038881,97.39461157011758,,0,
,10 September,,SAN,EVACOM,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,25.57725572164109,84.91650309170343,,,,,21.719311145640248,315.3435538835599,94.9829823908393,,0,
29,,,,,14.47513822,121.0011419,,Localized Thunderstorms ,,2022,1,40.0,28.710277771336383,85.07559320916883,,,,,24.425439125964562,315.93434649986807,106.61768555895641,,1,
,2022,SEPTEMBER ,DIONISIO ,INTERSECTION ,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,28.464900311086677,84.91986625174818,,,,,24.17235527286826,315.3560432207579,105.70645867677425,,0,
,,,,DIAMOND ST,,,,,,2022,1,40.0,26.52200404786677,87.03742827876349,,,,,23.084070251252786,323.2197624137957,98.49137338517662,,1,
,10 September,,SAN,,,,KNEE,,,2022,1,40.0,26.344080851045135,76.56320782436428,,,,,20.169873371404243,284.3229899138359,97.83064277144106,,0,
30,,,,BERNABE,14.47284996,120.9980518,,Localized Thunderstorms ,NOT PASSABLE TO,2022,1,40.0,29.447513125257935,79.77375408892722,,,,,23.49138670584783,296.2455848407787,109.35546217586634,,0,
,2022,,DIONISIO ,,,,LEVEL ,,,2022,1,40.0,27.250782363696437,90.68468007525023,,,,,24.712284804520827,336.76409480546596,101.19774418166149,,1,
,,SEPTEMBER ,,PHASE 3 ,,,,,LIGHT VEHICLE ,2022,1,40.0,28.468702434264415,86.75770944520313,,,,,24.698794140738592,322.1810063669549,105.72057813520127,,1,
,,,,OLIVAREZ,,,,,,2022,1,40.0,29.33553455148008,87.42228950321189,,,,,25.64579594290967,324.6489723064649,108.93962167221551,,1,
,10 September,,SAN,,,,KNEE,,,2022,1,40.0,24.166770195054074,81.2757812547738,,,,,19.641731280076023,301.8234709672976,89.74504273881503,,0,
31,,,,COMPOUND,14.48064823,120.9966998,,Localized Thunderstorms ,NOT PASSABLE TO,2022,1,40.0,26.610583962503377,92.20755136432484,,,,,24.536967875572092,342.4193870857594,98.82032128184218,,1,
,2022,,DIONISIO ,,,,LEVEL ,,,2022,1,40.0,27.209878241444727,81.33518321873949,,,,,22.131204321275,302.04406444138795,101.04584377585448,,0,
,,SEPTEMBER ,,GREENHILLS ,,,,,LIGHT VEHICLE ,2022,1,40.0,25.795819562263272,84.01279939843091,,,,,21.671790142025444,311.98758509164554,95.79463496416544,,0,
,10 September,,SAN,,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,28.47541028602368,77.39980575079895,,,,,22.03991224812535,287.42975660450645,105.74548822612208,,0,
32,,,,PNHS ,14.47868124,120.9983019,,Localized Thunderstorms ,,2022,1,40.0,27.751654154012467,83.81562203541478,,,,,23.260221554302575,311.2553527441624,103.05776767117926,,0,
,2022,SEPTEMBER ,DIONISIO ,,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,27.64332635746492,87.42338043618074,,,,,24.166730366701582,324.65302356466464,102.65548459187268,,1,
,10 September,,,CAMELLA,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,32.25361738478745,81.23493943762301,,,,,26.201206548974728,301.671801935973,119.77613257031511,,0,
33,,,SAN ISIDRO ,,14.45796236,121.0102374,,Localized Thunderstorms ,,2022,1,40.0,26.745110182945428,78.67557456001458,,,,,21.041869103141284,292.16741601798225,99.31989409631508,,0,
,2022,SEPTEMBER ,,HOMES ,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,31.993584458147545,91.03497279326638,,,,,29.125350907065318,338.06493205826064,118.81048155752181,,1,
,10 September,,,VALLEY 2 SAN,,,KNEE,,PASSABLE TO ANY,2022,1,40.0,28.21854368024036,83.37352371541388,,,,,23.52679420738962,309.61358877227013,104.79159557401597,,0,
34,,,SAN ISIDRO ,,14.46935974,121.0075128,,Localized Thunderstorms ,,2022,1,40.0,26.997879644253814,97.46892742064733,,,,,26.31454371557147,361.9578862409455,100.2585717071458,,1,
,2022,SEPTEMBER ,,FELIPE ,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,25.897170008063668,84.31836939153173,,,,,21.836071469352092,313.12234128244774,96.17100714863781,,0,
,,,,SILVERIO,,,,,,2022,1,40.0,31.87344215042323,83.18405043387371,,,,,26.51362019341962,308.90996608655576,118.3643244395274,,0,
,10 September,,,,,,KNEE,,,2022,1,40.0,24.371031740038703,77.01685937844834,,,,,18.769803244302622,286.0076576530995,90.5035827065718,,0,
35,,,SAN ISIDRO ,COMPOUND,14.4724303,121.0125807,,Localized Thunderstorms ,NOT PASSABLE TO,2022,1,40.0,25.70298797089381,87.80628497419632,,,,,22.56883886460642,326.07496716125365,95.44989815954808,,1,
,2022,,,,,,LEVEL ,,,2022,1,40.0,31.51072262373547,88.45216887448096,,,,,27.871917588715778,328.4735035716847,117.01733933717153,,1,
,,SEPTEMBER ,,PUROK 5 ,,,,,LIGHT VEHICLE ,2022,1,40.0,30.615363211921256,90.12947852886303,,,,,27.593467212622,334.7023138514114,113.69235763579746,,1,
,10 September,,,,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,28.64191321934161,85.82003170385023,,,,,24.58049900542824,318.69887249909635,106.36380886831586,,1,
36,,,SAN ISIDRO ,VALLEY 15 ,14.4699983,121.0048132,,Localized Thunderstorms ,,2022,1,40.0,28.42786654325577,73.25805307517777,,,,,20.825701560399015,272.0490595611218,105.56893111103258,,0,
,2022,SEPTEMBER ,,,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,29.082847384087977,79.5550796424181,,,,,23.136882398694098,295.43352152452036,108.00124966577356,,0,
,10 September,,,GREENHEIGHTS,,,KNEE,,,2022,1,40.0,28.902153598498053,80.89218516325502,,,,,23.379583605065417,300.3989592369365,107.33023027097977,,0,
37,,,SAN ISIDRO ,,14.46784745,121.0142414,,Localized Thunderstorms ,,2022,1,40.0,28.124355628670845,82.31206418597668,,,,,23.14973765696389,305.6717823138151,104.44182145669012,,0,
,2022,SEPTEMBER ,,ENTRANCE ,,,LEVEL ,,SUBSIDED ,2022,1,40.0,28.199293468720093,77.50559997223525,,,,,21.856031590862855,287.822631070051,104.72010852623617,,0,
,10 September,,,LOPEZ AVE,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,28.334569805637425,79.1271812151969,,,,,22.42034639665319,293.844489877805,105.22246695229846,,0,
38,,,SAN ISIDRO ,,14.4685983,121.0119256,,Localized Thunderstorms ,,2022,1,40.0,28.48997330815612,76.96216358464288,,,,,21.926499862644206,285.8045408810573,105.79956905831989,,0,
,2022,SEPTEMBER ,,BRIDGE ,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,27.409632646416377,90.51033163991941,,,,,24.808549409555084,336.11663932614783,101.78764615435833,,1,
,10 September,,,SANTOS,,,WAIST,,PASSABLE TO ANY,2022,1,40.0,29.946097588459878,89.77050724906518,,,,,26.882763706460505,333.36924813400503,111.20699151130584,,1,
39,,,DON BOSCO ,,14.48505478,121.0303088,,Localized Thunderstorms ,,2022,1,40.0,26.21562612518233,77.20585534368522,,,,,20.239998383649617,286.70950779032296,97.35361688964079,,0,
,2022,SEPTEMBER ,,COMPOUND ,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,26.875973277636056,88.96877958515277,,,,,23.911225426744583,330.39197467619584,99.80586362932068,,1,
,10 September,,,EUTHOPIA,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,30.40221935890331,74.50659733238024,,,,,22.651659157845042,276.685618638713,112.90083257704028,,0,
40,,,DON BOSCO ,,14.48316933,121.0343883,,Localized Thunderstorms ,,2022,1,40.0,26.314067143389767,86.8865836150429,,,,,22.86339395105988,322.6595898841915,97.71918470507386,,1,
,2022,SEPTEMBER ,,STREET ,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,25.386903663850582,86.00273007648468,,,,,21.833430232798616,319.37733607234395,94.27609630618878,,1,
,10 September,,,INDIA STREET,,,GUTTER,,PASSABLE TO ANY,2022,1,40.0,29.94457441906738,86.20798733405509,,,,,25.81461492242631,320.1395736905458,111.201335111997,,1,
41,,,DON BOSCO ,,,,,Localized Thunderstorms ,,2022,1,40.0,27.628808084275953,95.43809245093539,,,,,26.368407402562795,354.41623422533695,102.60156993810133,,1,
,2022,SEPTEMBER ,,ANNEX 35 ,,,LEVEL ,,TYPE OF VEHICLE ,2022,1,40.0,25.874999514121967,94.57101535901262,,,,,24.470249764644727,351.19628095709334,96.08867542163088,,1,
,10 September,,,FRANCE ST,,,WAIST,,PASSABLE TO ANY,2022,1,40.0,25.456492739953823,87.7141681770933,,,,,22.328950853912644,325.73288479665763,94.53452035535354,,1,
42,,,DON BOSCO ,,,,,Localized Thunderstorms ,,2022,1,40.0,28.902194713519613,87.41884619188286,,,,,25.26596514269021,324.6361853216965,107.33038295457536,,1,
